gene
BLANK_0401
BLANK_0402
BLANK_0406
BLANK_0409
BLANK_0410
BLANK_0411
BLANK_0413
BLANK_0414
BLANK_0417
BLANK_0418
BLANK_0419
BLANK_0420
BLANK_0422
BLANK_0428
BLANK_0432
BLANK_0435
BLANK_0437
BLANK_0439
BLANK_0445
BLANK_0447
BLANK_0453
BLANK_0458
BLANK_0459
BLANK_0460
BLANK_0466
BLANK_0471
BLANK_0472
BLANK_0473
BLANK_0475
BLANK_0483
BLANK_0484
BLANK_0487
BLANK_0489
BLANK_0490
BLANK_0494
BRINP3
BTBD11
C1QL3
C1orf162
C3
CABP1
CALCRL
CAPG
CAPN3
CAV1
CCK
CCL4
CCL5
CCN2
CCNA1
CCNB2
CD14
CD163
CD2
CD36
CD3G
CD4
CD48
CD52
CD68
CD74
CD83
CD86
CD8A
CDH1
CDH12
CDH4
CDH6
CDK1
CEMIP
CEMIP2
CENPF
CH25H
CHI3L1
CHODL
CLDN11
CNDP1
CNTN2
CNTNAP3
CNTNAP3B
COL12A1
COL1A2
COL25A1
CORO1A
CRHBP
CRYM
CSPG4
CTNNA3
CTSH
CTSS
CUX2
CX3CR1
CXCL14
CXCR4
CYTIP
DCN
DDR2
DNER
DUSP1
EFHD1
EGFR
ELOVL2
ENC1
EPHA4
ERBB3
ERMN
EYA4
FASLG
FBLN1
FCER1G
FCGBP
FCGR1A
FCGR3A
FGFR2
FGFR3
FILIP1
FLT1
FSTL4
GAD1
GAD2
GAS2L3
GJA1
GNLY
GPNMB
GPR183
GPR34
GULP1
GZMA
HES1
HHATL
HILPDA
HLA-DMB
HLA-DQA1
HMOX1
HPCA
HS3ST2
HS3ST4
HTR2A
HTR2C
IDH1
IDH2
IDO1
IFITM3
IGFBP3
IGFBP4
IGFBP5
IGFBP7
IL7R
IPCEF1
ITGA8
ITGAM
ITGAX
ITGB2
KCNAB1
KCNH5
KIT
KLF2
KLF4
KLK6
KLRB1
LAMA2
LAMP5
LHX6
LINGO1
LMO4
LOX
LRRK1
LRRK2
LY86
LYPD6
LYPD6B
LYVE1
MAF
MAG
MAL
MCTP2
MEIS2
MEPE
MEST
MGST1
MKI67
MMD
MOBP
MOG
MS4A6A
MYO16
MYO5B
MYRF
NCSTN
NDST4
NES
NGEF
NKG7
NNAT
NOTCH1
NPFFR2
NPNT
NPTX1
NPTXR
NPY1R
NR2F2
NR4A2
NRGN
NRN1
NRP1
NTNG1
NTNG2
NWD2
NXPH2
NegControlCodeword_0500
NegControlCodeword_0501
NegControlCodeword_0502
NegControlCodeword_0503
NegControlCodeword_0504
NegControlCodeword_0505
NegControlCodeword_0506
NegControlCodeword_0507
NegControlCodeword_0508
NegControlCodeword_0509
NegControlCodeword_0510
NegControlCodeword_0511
NegControlCodeword_0512
NegControlCodeword_0513
NegControlCodeword_0514
NegControlCodeword_0515
NegControlCodeword_0516
NegControlCodeword_0517
NegControlCodeword_0518
NegControlCodeword_0519
NegControlCodeword_0520
NegControlCodeword_0521
NegControlCodeword_0522
NegControlCodeword_0523
NegControlCodeword_0524
NegControlCodeword_0525
NegControlCodeword_0526
NegControlCodeword_0527
NegControlCodeword_0528
NegControlCodeword_0529
NegControlCodeword_0530
NegControlCodeword_0531
NegControlCodeword_0532
NegControlCodeword_0533
NegControlCodeword_0534
NegControlCodeword_0535
NegControlCodeword_0536
NegControlCodeword_0537
NegControlCodeword_0538
NegControlCodeword_0539
NegControlCodeword_0540
NegControlProbe_00002
NegControlProbe_00003
NegControlProbe_00004
NegControlProbe_00009
NegControlProbe_00012
NegControlProbe_00013
NegControlProbe_00014
NegControlProbe_00016
NegControlProbe_00017
NegControlProbe_00019
NegControlProbe_00022
NegControlProbe_00024
NegControlProbe_00025
NegControlProbe_00031
NegControlProbe_00033
NegControlProbe_00034
NegControlProbe_00035
NegControlProbe_00039
NegControlProbe_00041
NegControlProbe_00042
OLIG1
OLIG2
OPALIN
OTOGL
P2RY12
P2RY13
PARK7
PAX6
PCNA
PCSK1
PCSK6
PDGFD
PDGFRA
PECAM1
PHLDB2
PLCE1
PLCH1
PLCXD3
PLD5
POSTN
POU6F2
PRNP
PROX1
PSEN1
PSEN2
PSENEN
PTCHD4
PTEN
PTPRC
PTPRZ1
PVALB
RAPGEF5
RASGRP1
RELN
RFTN1
RGS10
RGS16
RGS4
RGS6
RIT2
RNASET2
RNF144B
RORB
ROS1
RSPO2
RXFP1
RYR3
S100A4
SAMD5
SDK1
SEMA5A
SERPINA3
SFRP2
SLC11A1
SLC17A6
SLC17A7
SLC24A3
SLC26A4
SLC6A1
SLIT3
SMYD2
SNCA
SNCG
SNTB2
SORCS1
SOX10
SOX11
SOX2
SOX4
SOX9
SPHKAP
SPI1
SPOCK3
SPON1
SST
ST18
STAT3
STK32B
STXBP2
SULF1
SV2B
SYNPR
SYTL5
TAC1
TACR1
TENM1
TESPA1
TGFB1
TGFB2
TGFBI
THBS1
THEMIS
THSD4
THSD7B
TMEM132C
TMIGD3
TOP2A
TP53
TPH2
TRAC
TREM2
TRHDE
TRIL
TRPC5
TRPC6
TSHZ2
TTYH1
UGT8
UNC5B
VCAN
VIP
VSIG4
VWC2
VWC2L
WIF1
WIPF3
ZBBX
ZDHHC23
